,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,display_text_range,extended_entities,scopes,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
28,Fri Apr 24 15:38:05 +0000 2020,1253709808395567105,1253709808395567105,"Coronavirus deaths in New York reach 16,162, up from 15,740.

Cuomo on the daily death toll: “It’s dropping somewha… https://t.co/MPAMBRIjWl","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'Coronavirus deaths in New York reach 16,162, up from 15,740.\n\nCuomo on the daily death toll: “It’s dropping somewhat, but it’s still devastating news.” https://t.co/m8XDa4j4EE', 'display_text_range': [0, 175], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/m8XDa4j4EE', 'expanded_url': 'https://trib.al/vMlR5Mu', 'display_url': 'trib.al/vMlR5Mu', 'indices': [152, 175]}], 'user_mentions': [], 'symbols': []}}",0,8,16,44,"{'hashtags': [], 'urls': [{'url': 'https://t.co/MPAMBRIjWl', 'expanded_url': 'https://twitter.com/i/web/status/1253709808395567105', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
29,Fri Apr 24 15:37:02 +0000 2020,1253709542682177537,1253709542682177537,"A further 684 people died of coronavirus in U.K. hospitals, the latest figures show, a slight rise day on day after… https://t.co/9ie2l5TJQB","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'A further 684 people died of coronavirus in U.K. hospitals, the latest figures show, a slight rise day on day after a two day fall https://t.co/oj2gamor6b', 'display_text_range': [0, 154], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/oj2gamor6b', 'expanded_url': 'https://trib.al/uyW9bpd', 'display_url': 'trib.al/uyW9bpd', 'indices': [131, 154]}], 'user_mentions': [], 'symbols': []}}",3,4,15,34,"{'hashtags': [], 'urls': [{'url': 'https://t.co/9ie2l5TJQB', 'expanded_url': 'https://twitter.com/i/web/status/1253709542682177537', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
30,Fri Apr 24 15:36:40 +0000 2020,1253709450948550659,1253709450948550659,"“All the evidence suggests we’re on the downside of the curve,” New York Gov. Cuomo says at latest coronavirus brie… https://t.co/qe2iVzR9Ub","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': '“All the evidence suggests we’re on the downside of the curve,” New York Gov. Cuomo says at latest coronavirus briefing. \n\nFollow updates live here https://t.co/q49XYdQlUI', 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/q49XYdQlUI', 'expanded_url': 'https://trib.al/XvjTCP0', 'display_url': 'trib.al/XvjTCP0', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': []}}",0,3,10,31,"{'hashtags': [], 'urls': [{'url': 'https://t.co/qe2iVzR9Ub', 'expanded_url': 'https://twitter.com/i/web/status/1253709450948550659', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
31,Fri Apr 24 15:33:16 +0000 2020,1253708596161978382,1253708596161978382,Quarterly reports are already beginning to yield some clues about the damage done to publicly traded companies https://t.co/ord7wrVbgG,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,3,9,20,41,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ord7wrVbgG', 'expanded_url': 'https://trib.al/GVHBuYS', 'display_url': 'trib.al/GVHBuYS', 'indices': [111, 134]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
32,Fri Apr 24 15:31:07 +0000 2020,1253708056027975681,1253708056027975681,New York City reported declines in hospital admissions and the percentage of people who tested positive for the new… https://t.co/ykIjhs3Xdh,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'New York City reported declines in hospital admissions and the percentage of people who tested positive for the new coronavirus https://t.co/YqgYMfKIep', 'display_text_range': [0, 151], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/YqgYMfKIep', 'expanded_url': 'https://trib.al/wdwrYxL', 'display_url': 'trib.al/wdwrYxL', 'indices': [128, 151]}], 'user_mentions': [], 'symbols': []}}",2,10,26,67,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ykIjhs3Xdh', 'expanded_url': 'https://twitter.com/i/web/status/1253708056027975681', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
33,Fri Apr 24 15:27:00 +0000 2020,1253707016700416003,1253707016700416003,"Sergio Moro, the former judge who rose to fame as the face of Brazil’s largest anti-corruption probe, resigned from… https://t.co/EACDCw5Aiz","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'Sergio Moro, the former judge who rose to fame as the face of Brazil’s largest anti-corruption probe, resigned from his post as justice minister, dealing a blow to the government of President Bolsonaro https://t.co/ODmzjibK2e', 'display_text_range': [0, 225], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/ODmzjibK2e', 'expanded_url': 'https://trib.al/Iav9OKM', 'display_url': 'trib.al/Iav9OKM', 'indices': [202, 225]}], 'user_mentions': [], 'symbols': []}}",16,15,109,282,"{'hashtags': [], 'urls': [{'url': 'https://t.co/EACDCw5Aiz', 'expanded_url': 'https://twitter.com/i/web/status/1253707016700416003', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
34,Fri Apr 24 15:23:04 +0000 2020,1253706028509728770,1253706028509728770,Pence says U.S. coronavirus outbreak could be over by May 25 https://t.co/T1Aunm1UyN,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,104,256,125,409,"{'hashtags': [], 'urls': [{'url': 'https://t.co/T1Aunm1UyN', 'expanded_url': 'https://trib.al/yYcsY0K', 'display_url': 'trib.al/yYcsY0K', 'indices': [61, 84]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
35,Fri Apr 24 15:13:20 +0000 2020,1253703577475919872,1253703577475919872,"AT&amp;T CEO Randall Stephenson is retiring as of July 1, ceding the job to handpicked successor John Stankey https://t.co/elQerDwVwV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,1,3,15,38,"{'hashtags': [], 'urls': [{'url': 'https://t.co/elQerDwVwV', 'expanded_url': 'https://trib.al/ZL0gNPI', 'display_url': 'trib.al/ZL0gNPI', 'indices': [110, 133]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
36,Fri Apr 24 15:05:07 +0000 2020,1253701512028737536,1253701512028737536,The World Trade Organization and International Monetary Fund asked nations to stop imposing or intensifying export… https://t.co/FSsHZXqa3I,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,"{'full_text': 'The World Trade Organization and International Monetary Fund asked nations to stop imposing or intensifying export and other trade restrictions https://t.co/HBdwUuEfIr', 'display_text_range': [0, 167], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/HBdwUuEfIr', 'expanded_url': 'https://trib.al/3P3Gc47', 'display_url': 'trib.al/3P3Gc47', 'indices': [144, 167]}], 'user_mentions': [], 'symbols': []}}",1,6,33,61,"{'hashtags': [], 'urls': [{'url': 'https://t.co/FSsHZXqa3I', 'expanded_url': 'https://twitter.com/i/web/status/1253701512028737536', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
37,Fri Apr 24 15:00:28 +0000 2020,1253700342501564419,1253700342501564419,"The death toll from the new coronavirus has reached 50,000 in the U.S. https://t.co/0kmz0cHyYK","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,6,10,53,72,"{'hashtags': [], 'urls': [{'url': 'https://t.co/0kmz0cHyYK', 'expanded_url': 'https://trib.al/vCVDyeM', 'display_url': 'trib.al/vCVDyeM', 'indices': [71, 94]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,,,
38,Fri Apr 24 14:44:05 +0000 2020,1253696217940451330,1253696217940451330,India’s once lavish weddings are now taking place on Zoom https://t.co/CfoATKj231 (Video via @QuickTake) https://t.co/rb3qQc6OHu,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381604, 'friends_count': 1286, 'listed_count': 54860, 'favourites_count': 534, 'statuses_count': 573454, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,,20,11,44,105,"{'hashtags': [], 'urls': [{'url': 'https://t.co/CfoATKj231', 'expanded_url': 'https://trib.al/RZ06DBU', 'display_url': 'trib.al/RZ06DBU', 'indices': [58, 81]}], 'user_mentions': [{'screen_name': 'QuickTake', 'name': 'Bloomberg QuickTake', 'id': 252751061, 'id_str': '252751061', 'indices': [93, 103]}], 'symbols': [], 'media': [{'id': 1253520280657571842, 'id_str': '1253520280657571842', 'indices': [105, 128], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1253520280657571842/img/IoqipNQQiGdIZOXu.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1253520280657571842/img/IoqipNQQiGdIZOXu.jpg', 'url': 'https://t.co/rb3qQc6OHu', 'display_url': 'pic.twitter.com/rb3qQc6OHu', 'expanded_url': 'https://twitter.com/business/status/1253696217940451330/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],,"[0, 104]","{'media': [{'id': 1253520280657571842, 'id_str': '1253520280657571842', 'indices': [105, 128], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1253520280657571842/img/IoqipNQQiGdIZOXu.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1253520280657571842/img/IoqipNQQiGdIZOXu.jpg', 'url': 'https://t.co/rb3qQc6OHu', 'display_url': 'pic.twitter.com/rb3qQc6OHu', 'expanded_url': 'https://twitter.com/business/status/1253696217940451330/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 136603, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1253520280657571842/vid/480x480/xpl6i0vHtN67uOLz.mp4?tag=13'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1253520280657571842/vid/720x720/szUHA2NfDgPUnxDs.mp4?tag=13'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1253520280657571842/vid/320x320/8q0W7LFUcMz-FJub.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1253520280657571842/pl/MSjpncDDzdMBq38y.m3u8?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]}",,,,,
